Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Rank of ZIP Code Discharges,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C)
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02021,98,"Canton, MA",Canton,MA,Norfolk County,6,242,5391,2854,0.044889631,0.084793273
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02170,98,"Quincy, MA",Quincy,MA,Norfolk County,7,230,5391,1698,0.042663699,0.135453475
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02136,98,"Hyde Park, MA",Hyde Park,MA,Suffolk County,8,226,5391,4067,0.041921721,0.055569216
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02124,98,"Dorchester Center, MA",Dorchester Center,MA,Suffolk County,9,162,5391,6492,0.030050083,0.024953789
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02126,98,"Mattapan, MA",Mattapan,MA,Suffolk County,10,99,5391,3221,0.01836394,0.030735796
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02122,98,"Dorchester, MA",Dorchester,MA,Suffolk County,11,72,5391,2581,0.013355593,0.027896164
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02072,98,"Stoughton, MA",Stoughton,MA,Norfolk County,12,66,5391,3994,0.012242627,0.016524787
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02188,98,"Weymouth, MA",Weymouth,MA,Norfolk County,13,58,5391,2430,0.010758672,0.023868313
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02343,98,"Holbrook, MA",Holbrook,MA,Norfolk County,14,57,5391,1635,0.010573178,0.034862385
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02301,98,"Brockton, MA",Brockton,MA,Plymouth County,15,48,5391,11364,0.008903728,0.004223865
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02190,98,"South Weymouth, MA",South Weymouth,MA,Norfolk County,16,41,5391,2385,0.007605268,0.017190776
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02191,98,"North Weymouth, MA",North Weymouth,MA,Norfolk County,17,39,5391,1056,0.007234279,0.036931818
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02302,98,"Brockton, MA",Brockton,MA,Plymouth County,18,37,5391,4728,0.006863291,0.007825719
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02043,98,"Hingham, MA",Hingham,MA,Plymouth County,19,35,5391,2711,0.006492302,0.012910365
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02045,98,"Hull, MA",Hull,MA,Plymouth County,20,33,5391,1362,0.006121313,0.024229075
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02125,98,"Dorchester, MA",Dorchester,MA,Suffolk County,21,30,5391,3535,0.00556483,0.008486563
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02026,98,"Dedham, MA",Dedham,MA,Norfolk County,22.5,28,5391,3323,0.005193842,0.008426121
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02189,98,"East Weymouth, MA",East Weymouth,MA,Norfolk County,22.5,28,5391,2095,0.005193842,0.013365155
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02127,98,"Boston, MA",Boston,MA,Suffolk County,24,27,5391,3350,0.005008347,0.008059701
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02370,98,"Rockland, MA",Rockland,MA,Plymouth County,25,26,5391,2567,0.004822853,0.010128555
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02780,99,"Taunton, MA",Taunton,MA,Bristol County,1,3394,6275,7200,0.540876494,0.471388889
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02767,99,"Raynham, MA",Raynham,MA,Bristol County,2,618,6275,1989,0.098486056,0.310708899
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02346,99,"Middleboro, MA",Middleboro,MA,Plymouth County,3,462,6275,3238,0.073625498,0.142680667
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02718,99,"East Taunton, MA",East Taunton,MA,Bristol County,4,293,6275,778,0.046693227,0.376606684
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02347,99,"Lakeville, MA",Lakeville,MA,Plymouth County,5,268,6275,1154,0.042709163,0.232235702
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02779,99,"Berkley, MA",Berkley,MA,Bristol County,6,139,6275,601,0.022151394,0.231281198
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02764,99,"North Dighton, MA",North Dighton,MA,Bristol County,7,121,6275,392,0.019282869,0.308673469
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02324,99,"Bridgewater, MA",Bridgewater,MA,Plymouth County,8,85,6275,2636,0.013545817,0.032245827
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02766,99,"Norton, MA",Norton,MA,Bristol County,9,69,6275,1890,0.010996016,0.036507937
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02715,99,"Dighton, MA",Dighton,MA,Bristol County,10,67,6275,358,0.010677291,0.187150838
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02703,99,"Attleboro, MA",Attleboro,MA,Bristol County,11,45,6275,4609,0.007171315,0.009763506
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02072,99,"Stoughton, MA",Stoughton,MA,Norfolk County,12.5,39,6275,3994,0.006215139,0.009764647
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02769,99,"Rehoboth, MA",Rehoboth,MA,Bristol County,12.5,39,6275,610,0.006215139,0.063934426
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02301,99,"Brockton, MA",Brockton,MA,Plymouth County,14,35,6275,11364,0.005577689,0.003079901
Morton Hospital,Steward Health Care System,"Community, High Public Payer",02720,99,"Fall River, MA",Fall River,MA,Bristol County,15,29,6275,5123,0.004621514,0.005660746
Mount Auburn Hospital,CareGroup,Teaching Hospital,02472,100,"Watertown, MA",Watertown,MA,Middlesex County,1,1005,14223,3093,0.070660198,0.324927255
Mount Auburn Hospital,CareGroup,Teaching Hospital,02138,100,"Cambridge, MA",Cambridge,MA,Middlesex County,2,708,14223,1960,0.049778528,0.36122449
Mount Auburn Hospital,CareGroup,Teaching Hospital,02478,100,"Belmont, MA",Belmont,MA,Middlesex County,3,608,14223,1666,0.042747662,0.364945978
Mount Auburn Hospital,CareGroup,Teaching Hospital,02474,100,"Arlington, MA",Arlington,MA,Middlesex County,4,582,14223,2420,0.040919637,0.240495868
Mount Auburn Hospital,CareGroup,Teaching Hospital,02139,100,"Cambridge, MA",Cambridge,MA,Middlesex County,5,383,14223,2416,0.026928215,0.15852649
Mount Auburn Hospital,CareGroup,Teaching Hospital,02155,100,"Medford, MA",Medford,MA,Middlesex County,6,369,14223,5871,0.025943894,0.062851303
Mount Auburn Hospital,CareGroup,Teaching Hospital,02476,100,"Arlington, MA",Arlington,MA,Middlesex County,7,360,14223,1340,0.025311116,0.268656716
Mount Auburn Hospital,CareGroup,Teaching Hospital,02144,100,"Somerville, MA",Somerville,MA,Middlesex County,8,354,14223,1465,0.024889264,0.241638225
Mount Auburn Hospital,CareGroup,Teaching Hospital,02140,100,"Cambridge, MA",Cambridge,MA,Middlesex County,9,349,14223,1335,0.024537721,0.261423221
Mount Auburn Hospital,CareGroup,Teaching Hospital,02453,100,"Waltham, MA",Waltham,MA,Middlesex County,10,294,14223,2576,0.020670745,0.114130435
Mount Auburn Hospital,CareGroup,Teaching Hospital,02143,100,"Somerville, MA",Somerville,MA,Middlesex County,11,271,14223,1766,0.019053646,0.153454134
Mount Auburn Hospital,CareGroup,Teaching Hospital,02145,100,"Somerville, MA",Somerville,MA,Middlesex County,12,220,14223,2093,0.015467904,0.105112279
Mount Auburn Hospital,CareGroup,Teaching Hospital,02452,100,"Waltham, MA",Waltham,MA,Middlesex County,13,207,14223,1149,0.014553892,0.180156658
Mount Auburn Hospital,CareGroup,Teaching Hospital,02451,100,"Waltham, MA",Waltham,MA,Middlesex County,14,178,14223,1781,0.012514941,0.099943852
Mount Auburn Hospital,CareGroup,Teaching Hospital,02148,100,"Malden, MA",Malden,MA,Middlesex County,15,152,14223,6340,0.010686916,0.023974763
Mount Auburn Hospital,CareGroup,Teaching Hospital,02135,100,"Brighton, MA",Brighton,MA,Suffolk County,16,131,14223,3538,0.009210434,0.037026569
Mount Auburn Hospital,CareGroup,Teaching Hospital,02421,100,"Lexington, MA",Lexington,MA,Middlesex County,17,123,14223,1280,0.008647965,0.09609375
Mount Auburn Hospital,CareGroup,Teaching Hospital,01801,100,"Woburn, MA",Woburn,MA,Middlesex County,18,106,14223,4980,0.007452717,0.021285141
Mount Auburn Hospital,CareGroup,Teaching Hospital,02141,100,"Cambridge, MA",Cambridge,MA,Middlesex County,19,105,14223,932,0.007382409,0.112660944
Mount Auburn Hospital,CareGroup,Teaching Hospital,02420,100,"Lexington, MA",Lexington,MA,Middlesex County,20,89,14223,1072,0.00625747,0.083022388
Mount Auburn Hospital,CareGroup,Teaching Hospital,02149,100,"Everett, MA",Everett,MA,Middlesex County,21,73,14223,4843,0.005132532,0.015073302
Mount Auburn Hospital,CareGroup,Teaching Hospital,02134,100,"Allston, MA",Allston,MA,Suffolk County,22,68,14223,1114,0.004780989,0.061041293
Mount Auburn Hospital,CareGroup,Teaching Hospital,02176,100,"Melrose, MA",Melrose,MA,Middlesex County,23,66,14223,3001,0.004640371,0.021992669
Mount Auburn Hospital,CareGroup,Teaching Hospital,02142,100,"Cambridge, MA",Cambridge,MA,Middlesex County,24,54,14223,208,0.003796667,0.259615385
Mount Auburn Hospital,CareGroup,Teaching Hospital,02458,100,"Newton, MA",Newton,MA,Middlesex County,25,49,14223,1193,0.003445124,0.041072925
Mount Auburn Hospital,CareGroup,Teaching Hospital,01803,100,"Burlington, MA",Burlington,MA,Middlesex County,26,48,14223,2884,0.003374815,0.016643551
Mount Auburn Hospital,CareGroup,Teaching Hospital,02151,100,"Revere, MA",Revere,MA,Suffolk County,27,43,14223,6557,0.003023272,0.006557877
Mount Auburn Hospital,CareGroup,Teaching Hospital,01821,100,"Billerica, MA",Billerica,MA,Middlesex County,28,41,14223,3456,0.002882655,0.011863426
Mount Auburn Hospital,CareGroup,Teaching Hospital,02180,100,"Stoneham, MA",Stoneham,MA,Middlesex County,29,40,14223,2923,0.002812346,0.013684571
Mount Auburn Hospital,CareGroup,Teaching Hospital,01890,100,"Winchester, MA",Winchester,MA,Middlesex County,30,37,14223,1944,0.00260142,0.019032922
Mount Auburn Hospital,CareGroup,Teaching Hospital,01730,100,"Bedford, MA",Bedford,MA,Middlesex County,31,36,14223,1254,0.002531112,0.028708134
Mount Auburn Hospital,CareGroup,Teaching Hospital,02460,100,"Newtonville, MA",Newtonville,MA,Middlesex County,32,34,14223,723,0.002390494,0.047026279
Mount Auburn Hospital,CareGroup,Teaching Hospital,01773,100,"Lincoln, MA",Lincoln,MA,Middlesex County,33,33,14223,513,0.002320186,0.064327485
Mount Auburn Hospital,CareGroup,Teaching Hospital,02130,100,"Jamaica Plain, MA",Jamaica Plain,MA,Suffolk County,34,32,14223,3948,0.002249877,0.00810537
Mount Auburn Hospital,CareGroup,Teaching Hospital,01760,100,"Natick, MA",Natick,MA,Middlesex County,35,31,14223,3276,0.002179568,0.009462759
Mount Auburn Hospital,CareGroup,Teaching Hospital,01867,100,"Reading, MA",Reading,MA,Middlesex County,36.5,30,14223,2391,0.00210926,0.012547051
Mount Auburn Hospital,CareGroup,Teaching Hospital,02169,100,"Quincy, MA",Quincy,MA,Norfolk County,36.5,30,14223,7368,0.00210926,0.004071661
Mount Auburn Hospital,CareGroup,Teaching Hospital,02129,100,"Charlestown, MA",Charlestown,MA,Suffolk County,38,28,14223,1901,0.001968642,0.01472909
Mount Auburn Hospital,CareGroup,Teaching Hospital,01880,100,"Wakefield, MA",Wakefield,MA,Middlesex County,39,27,14223,2917,0.001898334,0.009256085
Mount Auburn Hospital,CareGroup,Teaching Hospital,01876,100,"Tewksbury, MA",Tewksbury,MA,Middlesex County,40,26,14223,3802,0.001828025,0.006838506
Nantucket Cottage Hospital,Partners HealthCare System,Community Hospital,02554,101,"Nantucket, MA",Nantucket,MA,Nantucket County,1,476,634,884,0.750788644,0.538461538
Nantucket Cottage Hospital,Partners HealthCare System,Community Hospital,02584,101,"Nantucket, MA",Nantucket,MA,Nantucket County,2,53,634,103,0.083596215,0.514563107
Nantucket Cottage Hospital,Partners HealthCare System,Community Hospital,02564,101,"Siasconset, MA",Siasconset,MA,Nantucket County,3,29,634,46,0.045741325,0.630434783
New England Baptist Hospital,CareGroup,Specialty Hospital,02026,103,"Dedham, MA",Dedham,MA,Norfolk County,1,93,8340,3323,0.011151079,0.027986759
New England Baptist Hospital,CareGroup,Specialty Hospital,02360,103,"Plymouth, MA",Plymouth,MA,Plymouth County,2,92,8340,6947,0.011031175,0.013243127
New England Baptist Hospital,CareGroup,Specialty Hospital,01760,103,"Natick, MA",Natick,MA,Middlesex County,3.5,75,8340,3276,0.008992806,0.022893773
New England Baptist Hospital,CareGroup,Specialty Hospital,02169,103,"Quincy, MA",Quincy,MA,Norfolk County,3.5,75,8340,7368,0.008992806,0.010179153
New England Baptist Hospital,CareGroup,Specialty Hospital,02132,103,"West Roxbury, MA",West Roxbury,MA,Suffolk County,5,74,8340,3315,0.008872902,0.022322775
New England Baptist Hospital,CareGroup,Specialty Hospital,02155,103,"Medford, MA",Medford,MA,Middlesex County,6.5,71,8340,5871,0.008513189,0.01209334
New England Baptist Hospital,CareGroup,Specialty Hospital,02184,103,"Braintree, MA",Braintree,MA,Norfolk County,6.5,71,8340,4801,0.008513189,0.014788586
New England Baptist Hospital,CareGroup,Specialty Hospital,02492,103,"Needham, MA",Needham,MA,Norfolk County,8,65,8340,1823,0.007793765,0.035655513
New England Baptist Hospital,CareGroup,Specialty Hospital,01701,103,"Framingham, MA",Framingham,MA,Middlesex County,9,64,8340,3169,0.007673861,0.020195645
New England Baptist Hospital,CareGroup,Specialty Hospital,02021,103,"Canton, MA",Canton,MA,Norfolk County,10.5,60,8340,2854,0.007194245,0.021023125
New England Baptist Hospital,CareGroup,Specialty Hospital,02081,103,"Walpole, MA",Walpole,MA,Norfolk County,10.5,60,8340,2334,0.007194245,0.025706941
New England Baptist Hospital,CareGroup,Specialty Hospital,02043,103,"Hingham, MA",Hingham,MA,Plymouth County,12,59,8340,2711,0.007074341,0.021763187
New England Baptist Hospital,CareGroup,Specialty Hospital,02780,103,"Taunton, MA",Taunton,MA,Bristol County,13,58,8340,7200,0.006954436,0.008055556
New England Baptist Hospital,CareGroup,Specialty Hospital,02090,103,"Westwood, MA",Westwood,MA,Norfolk County,14.5,57,8340,1636,0.006834532,0.034841076
New England Baptist Hospital,CareGroup,Specialty Hospital,02478,103,"Belmont, MA",Belmont,MA,Middlesex County,14.5,57,8340,1666,0.006834532,0.034213685
New England Baptist Hospital,CareGroup,Specialty Hospital,01545,103,"Shrewsbury, MA",Shrewsbury,MA,Worcester County,16,56,8340,3204,0.006714628,0.017478152
New England Baptist Hospital,CareGroup,Specialty Hospital,01453,103,"Leominster, MA",Leominster,MA,Worcester County,17.5,53,8340,4601,0.006354916,0.011519235
New England Baptist Hospital,CareGroup,Specialty Hospital,01960,103,"Peabody, MA",Peabody,MA,Essex County,17.5,53,8340,7599,0.006354916,0.006974602
New England Baptist Hospital,CareGroup,Specialty Hospital,02050,103,"Marshfield, MA",Marshfield,MA,Plymouth County,19.5,52,8340,2688,0.006235012,0.019345238
New England Baptist Hospital,CareGroup,Specialty Hospital,02301,103,"Brockton, MA",Brockton,MA,Plymouth County,19.5,52,8340,11364,0.006235012,0.004575854
New England Baptist Hospital,CareGroup,Specialty Hospital,01752,103,"Marlborough, MA",Marlborough,MA,Middlesex County,21.5,50,8340,4358,0.005995204,0.011473153
New England Baptist Hospital,CareGroup,Specialty Hospital,02062,103,"Norwood, MA",Norwood,MA,Norfolk County,21.5,50,8340,4371,0.005995204,0.01143903
New England Baptist Hospital,CareGroup,Specialty Hospital,02136,103,"Hyde Park, MA",Hyde Park,MA,Suffolk County,23.5,49,8340,4067,0.0058753,0.012048193
New England Baptist Hospital,CareGroup,Specialty Hospital,02476,103,"Arlington, MA",Arlington,MA,Middlesex County,23.5,49,8340,1340,0.0058753,0.036567164
